hrhhid2,gestfips,hefaminc,hwhhwgt,helaptop,hedesktp,hetablet,hemphone,heinhome
16011,36,14,4183.015,1,2,1,1,1
16011,36,2,5071.3431,1,1,2,1,1
16011,36,14,5177.7287,2,2,2,2,2
16011,36,13,4180.5336,1,1,2,1,1
16011,36,16,4079.9708,1,2,1,1,1
16011,36,3,5786.9544,2,2,1,1,1
16011,36,16,4645.0977,1,2,1,1,1
16011,36,10,4805.1953,2,2,2,1,1
16011,36,14,4046.6509,1,1,1,1,1
16011,36,15,3388.8701,1,1,1,1,1
15011,36,5,3682.2693,2,2,1,1,1
15011,36,11,4084.6983,2,1,1,1,1
15011,36,13,3614.7078,1,2,1,1,1
15011,36,12,3760.3795,1,2,1,1,1
15011,36,11,3437.2167,1,2,2,1,1
15011,36,16,4529.9073,1,2,1,1,1
16011,36,14,3806.0566,1,2,1,1,1
16011,36,12,3509.124,1,2,1,1,1
16011,36,16,4022.4808,1,2,1,1,1
16011,36,13,4307.2809,1,2,2,1,1
16011,36,6,3812.5199,2,2,2,1,1
16011,36,14,6109.7335,2,2,2,1,1
16011,36,11,6297.391,1,2,1,1,1
16011,36,9,3682.1255,2,2,2,1,1
15011,36,8,4700.9969,1,2,1,1,1
15011,36,15,4296.686,1,1,1,1,1
15011,36,9,3473.4437,2,1,1,1,1
15011,36,16,3324.6276,1,1,1,1,1
16011,36,14,3639.1465,1,2,1,1,1
16011,36,11,8074.5665,1,2,1,1,1
16011,36,11,5536.7945,1,2,1,1,1
16011,36,16,4085.455,1,2,1,1,1
16011,36,16,3153.2382,2,2,2,2,1
16011,36,14,3417.4389,1,1,2,1,1
16011,36,16,3631.4047,1,1,2,1,1
16011,36,9,4095.1606,1,2,2,1,1
15011,36,12,3536.4504,1,2,2,1,1
15011,36,16,5830.4517,1,1,2,1,1
15011,36,11,5027.6119,2,2,2,2,2
15011,36,15,4490.9608,2,2,2,2,1
15011,36,16,6848.4886,1,1,2,1,1
15011,36,16,4606.5416,2,2,2,2,2
15011,36,2,6582.9086,2,2,2,1,2
15011,36,7,7098.2178,1,2,2,1,1
15011,36,6,7061.0953,2,2,2,2,2
15011,36,9,6965.5938,2,2,2,2,2
16011,36,15,5022.5112,2,2,2,2,2
16011,36,16,6551.8363,1,1,2,1,2
16011,36,15,6738.0655,1,2,2,1,1
16011,36,13,4205.2372,1,1,1,1,1
16011,36,16,5760.8526,1,1,2,1,1
16011,36,12,4556.1868,1,2,2,1,1
16011,36,11,4141.7068,1,2,2,2,1
16011,36,1,3446.376,2,2,2,2,2
16011,36,7,4794.8047,2,1,2,2,1
15011,36,13,3549.6712,1,2,2,2,2
15011,36,1,4868.5585,1,1,2,1,1
15011,36,4,3234.6925,2,2,2,1,1
15011,36,7,7723.8878,1,2,1,1,1
16011,36,8,3682.1255,2,2,2,2,2
16011,36,12,5303.8081,1,2,2,1,1
15011,36,11,3001.6359,1,2,2,2,1
15011,36,12,3586.9656,1,2,2,2,1
15011,36,9,3883.3984,2,2,2,1,1
15011,36,11,3394.4456,2,2,2,2,2
16011,36,14,3827.7559,1,2,2,2,1
15011,36,13,3418.9473,1,2,2,2,1
15011,36,11,3897.0916,1,2,1,1,1
15011,36,15,4392.7701,1,1,2,1,1
15011,36,8,3526.7183,2,2,2,1,1
15011,36,10,6171.1398,2,2,2,1,2
15011,36,9,4373.047,1,2,2,1,1
15011,36,6,3444.4067,2,2,2,1,1
15011,36,13,6027.3301,1,2,2,1,1
15011,36,9,4800.8359,1,1,1,1,1
15011,36,16,6382.6651,1,1,1,1,1
15011,36,12,4066.5301,2,2,2,2,2
15011,36,11,5727.3821,1,2,2,2,2
15011,36,11,4570.417,1,2,2,1,1
15012,36,12,5352.1735,2,2,2,1,1
16011,36,16,4496.7248,1,2,2,2,1
16011,36,13,4253.8365,2,2,2,1,1
15011,36,12,3418.9473,2,1,2,1,1
15011,36,11,3444.4067,1,2,2,2,1
15011,36,11,3635.3161,2,2,2,1,1
15011,36,13,3635.3161,1,2,2,2,1
16011,36,2,4575.0435,2,2,2,2,2
15011,36,16,3765.5555,2,2,2,2,1
15011,36,15,5742.7761,1,1,2,1,1
15011,36,12,6243.3474,1,1,2,1,1
15011,36,16,8668.2303,1,2,1,1,1
15011,36,13,5359.9235,1,2,2,2,1
15011,36,7,4209.5809,1,2,2,1,1
15011,36,6,6965.5938,2,2,2,2,2
15011,36,6,4209.5809,2,2,2,2,2
15011,36,12,5700.5476,1,2,1,1,1
15011,36,8,5097.1501,1,2,1,1,1
15013,36,14,6584.4407,1,2,1,1,1
15011,36,15,4251.5661,1,2,1,1,1
16011,36,16,5581.801,1,1,2,1,1
16011,36,14,5879.191,1,2,2,1,1
16011,36,12,5786.9544,1,2,1,1,1
16011,36,16,4086.551,1,2,1,1,1
16011,36,12,5741.5244,1,2,2,1,1
16011,36,4,5667.5904,1,2,2,1,1
16011,36,7,4427.2558,2,2,2,2,1
16011,36,14,4013.8999,1,2,2,1,1
16011,36,14,4823.3122,1,2,1,1,1
16011,36,12,4858.1733,2,2,2,2,2
16011,36,16,4357.7888,1,1,1,1,1
16011,36,10,3643.5523,1,2,2,1,1
16011,36,11,4530.9444,1,2,2,1,1
15011,36,13,5258.5155,2,2,2,2,2
15011,36,5,6733.642,2,2,2,2,2
15011,36,13,6097.6822,2,2,2,2,2
16011,36,15,6795.1657,1,2,1,1,1
16011,36,1,4681.3122,2,2,2,1,2
15011,36,16,3253.1343,1,2,1,1,1
16011,36,9,3363.8211,1,2,1,1,1
16011,36,15,4017.6244,1,2,1,1,1
15011,36,16,3721.0678,1,2,1,1,1
16011,36,16,4892.2123,1,1,1,1,1
15011,36,6,5577.5197,1,2,2,2,2
15011,36,12,4862.5086,1,1,1,1,1
16011,36,15,4445.3545,1,1,1,1,1
16011,36,15,4218.4511,1,1,1,1,1
16011,36,14,5487.5893,1,1,2,1,1
15011,36,13,4488.7928,1,1,1,1,1
15011,36,16,5788.6138,2,2,2,2,2
15011,36,13,4468.8359,1,1,1,1,1
15011,36,14,4075.2194,2,2,2,2,1
15011,36,15,4169.3027,2,2,2,2,2
15011,36,15,3973.0667,1,2,1,1,1
15011,36,12,3624.325,1,1,2,1,1
15011,36,12,4964.9287,1,2,2,1,1
15011,36,2,4871.8248,1,1,2,1,1
15011,36,15,5585.5209,2,2,2,2,2
15011,36,10,5330.2251,1,2,2,1,1
15011,36,6,3954.0559,2,1,1,1,1
15011,36,13,4037.9314,2,1,1,1,1
15011,36,12,4348.5462,2,2,2,2,2
16011,36,11,4358.4267,1,2,1,1,1
16011,36,16,5635.0353,1,1,1,1,1
16011,36,14,3565.8874,2,1,2,1,1
16011,36,8,3890.3018,2,2,2,2,2
16011,36,15,6279.7528,1,1,1,1,1
16011,36,9,3631.4047,2,2,2,2,2
16011,36,13,5113.9075,1,2,2,2,2
16011,36,9,4396.7816,1,2,2,1,1
16011,36,16,4227.4074,2,2,2,1,1
16011,36,16,5443.0009,2,2,2,2,2
15011,36,13,4482.539,1,1,1,1,1
15011,36,15,4390.9845,1,1,1,1,1
16011,36,16,4320.1855,1,2,1,1,1
16011,36,8,3965.0791,1,2,2,1,1
16011,36,6,3922.2972,1,2,2,1,1
16011,36,6,4082.3744,1,2,2,1,1
16011,36,6,4082.3744,1,2,2,1,1
16011,36,15,3612.1121,1,2,2,2,1
16011,36,11,3934.0086,2,1,2,1,1
15011,36,11,3690.9161,1,2,1,1,2
15011,36,16,4296.686,1,1,1,1,1
15011,36,15,4161.0113,2,2,2,2,2
16011,36,8,4000.9625,1,2,2,1,1
16011,36,9,2936.4967,1,2,1,1,1
16011,36,12,3182.5372,1,1,1,1,1
15011,37,10,3125.9846,2,2,2,1,1
15011,37,5,2702.047,2,2,2,1,1
16011,37,12,3337.0045,1,2,2,1,1
16011,37,6,3075.5821,2,2,2,1,2
16011,37,8,2921.7273,1,2,2,1,1
16011,37,10,4619.4588,1,1,2,1,1
16011,37,16,4802.4969,1,1,1,1,1
16011,37,11,4445.4318,1,1,1,1,1
16011,37,7,3920.7095,2,2,2,2,2
15011,37,16,4601.3777,1,2,2,1,1
15011,37,15,4239.9494,1,2,1,1,1
16011,37,16,6070.4364,1,2,2,2,1
15011,37,15,5283.9364,1,2,2,1,1
15012,37,15,6074.0205,1,2,1,1,1
15011,37,10,7412.1649,2,2,2,2,1
15011,37,14,5004.3709,1,2,2,1,1
15011,37,14,4035.0651,2,2,2,2,2
15011,37,5,5338.7581,1,2,2,2,2
16011,37,16,4320.0027,1,1,1,1,1
15012,37,8,5547.9913,1,2,2,1,1
16011,37,12,5458.8371,1,2,1,1,1
16011,37,12,3395.7178,2,1,2,2,1
16011,37,10,3866.9152,2,2,1,1,1
16011,37,7,4464.0097,2,2,2,1,1
15011,37,14,4757.903,2,2,2,1,1
15011,37,14,4226.9828,1,2,1,1,1
15011,37,13,2518.8436,2,2,1,1,1
15011,37,12,3040.0907,1,1,1,1,1
15011,37,7,4451.3391,1,2,1,1,1
16011,37,15,3572.8486,1,2,2,1,1
16011,37,14,2645.38,2,2,2,2,2
15011,37,10,3468.3348,1,2,2,1,1
15011,37,7,4049.2809,1,1,1,1,1
15011,37,14,4487.5292,2,2,2,1,1
15011,37,16,4350.1611,1,2,1,1,1
15011,37,13,2810.741,2,2,1,1,1
15011,37,9,2461.5909,2,2,2,2,2
16011,37,15,3850.2343,1,1,1,1,1
16011,37,8,5364.5492,1,1,1,1,1
16011,37,2,3486.2212,1,1,2,1,1
16011,37,13,3892.7018,1,1,1,1,1
15011,37,16,4896.1265,1,2,1,1,1
15011,37,13,2651.4831,1,1,1,1,1
15011,37,11,3694.6205,2,2,2,2,2
15011,37,1,3597.3877,2,2,2,2,1
16011,37,12,4644.8631,1,2,1,1,1
16011,37,12,4436.6557,2,2,2,1,2
16011,37,13,4014.7114,1,1,2,1,1
15011,37,16,3307.317,1,1,1,1,1
16011,37,16,3285.5346,1,1,2,1,1
16011,37,10,2738.9723,2,2,2,2,2
16011,37,11,4099.3833,1,1,2,1,1
15011,37,13,4219.9325,2,2,2,1,1
15011,37,10,4166.5638,1,1,1,1,1
15011,37,10,4043.8902,1,2,2,1,1
15011,37,8,3985.3005,1,2,2,1,1
15011,37,8,4512.2683,1,2,2,1,1
15011,37,13,3564.8594,1,2,2,1,1
15011,37,12,2596.341,1,1,2,1,1
15011,37,16,4049.2809,1,1,1,1,1
16011,37,14,2928.8688,2,2,2,2,2
16011,37,7,4924.0873,2,2,2,2,2
15011,37,13,4478.9157,1,2,2,2,1
15011,37,15,4529.1424,1,1,1,1,1
15011,37,9,6221.1637,2,2,2,1,1
15011,37,16,5584.7238,1,1,1,1,1
15011,37,11,4765.8193,2,2,1,1,1
15011,37,8,4448.3157,2,2,1,1,1
15011,37,16,3799.7322,2,2,2,2,2
15011,37,9,4364.9479,2,2,2,2,2
15011,37,11,3511.7165,2,2,2,2,2
16011,37,16,3783.2854,2,2,2,2,2
16011,37,12,3202.1899,1,2,1,2,2
16011,37,16,6078.8697,2,2,2,1,1
16011,37,13,4503.7449,1,1,1,1,1
15011,37,1,4742.7608,2,2,2,2,2
15011,37,6,4274.8541,1,2,2,2,2
15011,37,9,2466.4601,2,2,2,1,1
15011,37,6,2466.4601,2,2,1,1,1
16011,37,14,4569.2353,2,2,2,2,2
16011,37,11,3160.3424,1,1,2,1,1
15011,37,11,4487.5292,1,1,2,1,1
16011,37,11,4666.2899,2,2,2,2,2
16011,37,14,4038.6177,2,2,2,2,2
16011,37,16,4271.9704,1,2,2,1,2
16011,37,10,4154.9728,1,2,1,1,1
16011,37,13,4594.9304,2,1,1,1,1
16011,37,9,4740.3484,1,2,1,1,1
16011,37,14,7202.4126,1,2,1,1,1
16011,37,14,4796.7103,1,2,1,2,2
16011,37,9,4295.5937,1,2,1,1,1
15011,37,11,2846.7728,2,2,1,1,1
15011,37,10,4534.2448,1,2,1,1,1
16011,37,15,4539.8454,1,2,1,2,2
15011,37,15,3460.4759,1,1,1,1,1
15011,37,14,3790.1402,1,1,2,1,1
15011,37,14,4428.9169,1,1,1,1,1
15011,37,9,6221.998,1,2,1,1,1
15011,37,9,5834.6731,1,1,1,1,1
15012,37,1,7819.7203,2,2,2,1,2
16011,37,16,4796.7103,1,1,1,1,1
16011,37,11,4642.4342,2,2,2,2,2
16011,37,5,5381.8151,1,2,1,1,1
15011,37,14,5405.4021,1,2,1,1,1
15011,37,12,3733.4916,1,1,2,1,1
15011,37,8,3382.0614,1,2,2,1,2
15011,37,16,2800.0181,1,2,1,1,1
15011,37,11,2821.9282,2,2,1,1,1
15011,37,1,4302.5066,2,2,2,2,2
16011,37,14,4025.4173,1,1,2,1,1
16011,37,12,3258.3284,1,2,2,1,1
16011,37,5,3160.3424,2,2,2,1,2
15011,37,14,4229.1603,1,1,2,1,1
16011,37,10,4851.1874,2,2,1,1,1
15011,37,16,4610.0694,1,2,1,1,1
15011,37,16,4043.8902,1,2,2,1,1
15011,37,16,3978.2666,1,2,2,2,1
15011,37,16,4064.3962,1,2,1,1,1
15011,37,16,4652.7522,1,2,2,1,1
15011,37,14,3375.7354,1,2,1,1,1
15011,37,16,3593.8934,1,2,1,1,1
15013,37,12,4681.9153,1,2,2,1,1
15011,37,12,5857.7956,1,2,1,1,1
15011,37,13,6573.1829,1,1,1,1,1
15011,37,7,4533.591,1,2,2,1,1
15011,37,13,5274.5048,1,2,2,1,1
16011,37,13,3464.0471,1,2,2,1,1
16011,37,8,4406.6989,2,2,1,1,1
16011,37,14,4406.6989,1,1,1,1,1
16011,37,16,3301.6985,2,2,2,2,2
16011,37,13,3971.4219,1,1,1,1,1
16011,37,16,3336.9972,2,1,1,2,1
16011,37,15,4320.5104,1,2,1,1,1
16011,37,9,3449.5124,2,2,2,2,2
16011,37,13,4324.3965,2,2,2,1,1
16011,37,16,4315.3535,1,1,1,1,1
16011,37,7,4148.6747,2,2,2,2,2
16011,37,1,5953.0249,2,2,2,2,2
16011,37,15,4399.2587,2,2,2,2,2
16011,37,3,4711.956,2,2,2,2,2
15011,37,11,3564.8594,1,1,2,1,1
15011,37,11,6584.4087,1,1,1,1,1
15011,37,13,3800.074,1,2,1,2,1
15011,37,13,3821.9398,1,1,2,2,1
15011,37,13,4055.7755,1,2,2,1,1
15011,37,5,4350.5067,2,2,2,1,1
16011,37,13,6206.9814,2,2,2,2,2
16011,37,10,3625.5652,1,1,2,1,1
16011,37,16,4350.2905,2,2,2,2,1
16011,37,13,5637.628,1,2,2,1,1
15011,39,4,4421.6629,2,2,1,1,1
15011,39,4,3491.0404,2,2,2,1,2
15011,39,16,4281.5611,1,2,2,1,1
15011,39,7,3559.0928,2,2,1,1,1
16011,39,9,5193.1484,1,2,1,1,1
15011,39,16,5113.3047,1,1,1,1,1
16011,39,15,4111.0709,1,2,1,1,1
15011,39,8,3598.8004,2,2,2,2,2
15012,39,11,5659.0966,1,1,1,1,1
15011,39,8,3556.8022,2,2,2,2,2
16011,39,13,3908.31,1,2,2,1,1
16011,39,4,3912.2093,2,2,2,2,2
15011,39,14,4800.2389,2,2,2,2,2
15011,39,15,4566.1315,1,2,2,1,1
15011,39,11,3627.934,2,1,1,1,1
15011,39,13,3559.0928,2,2,1,1,1
15011,39,16,7342.5865,1,1,1,1,1
15011,39,8,7065.491,1,1,1,1,1
15011,39,11,5793.423,1,1,2,1,1
15011,39,12,5782.0746,2,1,1,1,1
15011,39,15,4275.8626,1,1,1,1,1
15011,39,3,9741.4802,2,2,2,1,1
15011,39,4,5310.1239,1,2,2,1,1
16011,39,14,3975.3435,1,2,1,1,1
16011,39,16,3625.0135,1,1,1,1,1
16011,39,13,3517.4105,1,2,2,1,1
16011,39,15,4036.7398,1,2,2,1,1
16011,39,15,4183.5181,1,1,1,1,2
16011,39,13,5284.2384,1,2,2,1,1
16011,39,12,3335.841,1,2,1,1,1
16011,39,11,4680.6859,1,1,1,1,1
16011,39,6,5708.0035,1,2,1,1,1
16011,39,13,3615.3414,1,2,2,1,1
15011,39,13,4948.8394,1,2,1,1,1
15011,39,16,3556.8022,2,2,1,1,1
15011,39,10,3983.4559,2,1,2,1,1
16011,39,7,3586.3089,1,1,2,1,1
15011,39,13,5947.1166,1,2,2,1,1
16011,39,16,4948.8589,1,2,1,1,1
16011,39,16,3983.1719,1,2,1,1,1
16011,39,16,5001.0037,1,1,1,1,1
15011,39,8,3559.0928,1,2,2,1,1
15012,39,14,5088.727,1,1,2,1,1
15011,39,16,3445.2706,1,1,1,1,1
15011,39,11,5051.1153,1,1,1,1,1
15011,39,15,4250.8496,1,1,1,1,1
15011,39,8,5541.1877,2,2,2,1,1
15011,39,13,4506.8447,1,2,1,1,1
15011,39,12,6796.8769,1,2,2,1,1
15011,39,6,5714.9734,1,2,2,1,1
15011,39,6,6050.2035,1,2,1,1,1
15011,39,16,11729.9651,1,2,2,1,1
16011,39,12,7646.4188,1,2,2,1,1
16011,39,10,4805.7044,1,1,2,2,2
16011,39,16,4257.3375,1,1,1,1,1
16011,39,16,6291.5023,1,1,2,1,1
16011,39,16,4969.6725,1,1,1,1,1
16011,39,1,5124.1543,2,2,2,2,2
16011,39,7,4909.5472,2,2,2,2,2
15011,39,16,4697.4843,1,2,2,1,1
15011,39,9,3287.5032,2,2,1,2,1
16011,39,14,3343.9955,2,1,2,2,1
16011,39,15,4621.7433,1,1,2,1,1
15011,39,16,4048.448,1,2,1,1,1
15011,39,11,6380.7332,1,1,2,1,1
15011,39,14,6037.7584,1,1,1,1,1
15011,39,8,3627.934,2,2,2,2,2
15011,39,9,7609.1358,1,1,2,1,1
16011,39,8,3854.912,2,1,2,1,1
16011,39,13,3983.1719,1,1,2,1,1
16011,39,4,7830.9841,1,2,2,1,1
15011,39,13,4529.4638,1,1,1,1,1
16011,39,15,4173.1366,2,2,1,1,1
16011,39,16,4288.9349,1,2,1,1,1
16011,39,14,4456.432,2,2,1,1,1
16011,39,15,3780.5357,1,2,1,1,1
16011,39,13,3792.2921,1,2,1,1,1
15011,39,7,4114.7384,2,1,1,1,2
15011,39,4,5082.96,1,2,2,1,1
15011,39,13,7771.728,1,2,2,1,1
16011,39,16,4228.9096,1,2,1,1,1
16011,39,15,3529.8468,1,2,1,1,1
16011,39,15,4100.6896,2,2,2,2,1
16011,39,11,4341.7248,1,2,2,1,1
16011,39,16,4681.5793,2,2,2,2,2
16011,39,14,4502.6672,2,2,2,2,2
16011,39,4,5612.9247,2,2,2,1,1
16011,39,5,3854.912,2,1,2,2,2
16011,39,16,4373.9888,1,2,2,1,1
16011,39,6,4215.2051,2,2,2,2,2
16011,39,12,3693.4625,2,2,2,2,2
15011,39,12,9229.2805,2,2,2,2,2
16011,39,13,6230.8571,2,2,2,1,1
16011,39,8,5790.1431,2,2,2,2,2
16011,39,12,3517.4105,1,1,1,1,1
16011,39,7,3501.7069,1,2,2,2,1
16011,39,13,4035.2577,1,1,2,1,1
15011,39,12,4249.8793,1,1,2,1,1
15011,39,14,3650.0323,2,2,2,2,2
15011,39,11,4474.5971,2,2,2,1,1
16011,39,13,4684.915,1,1,1,1,1
16011,39,14,4253.6952,1,2,1,1,1
15011,39,9,4565.0877,1,2,1,1,1
15011,39,10,3509.9944,2,2,2,2,2
15011,39,2,5963.1255,1,2,2,1,1
15011,39,14,4374.275,1,2,1,1,1
15011,39,1,7849.166,2,2,2,1,2
16011,39,14,4140.8294,1,2,2,1,1
16011,39,14,4373.9888,1,2,1,1,1
16011,39,11,5450.482,1,1,2,1,1
16011,39,16,4331.8485,1,2,1,1,1
16011,39,11,4785.2473,1,2,1,1,1
16011,39,5,4624.5614,1,1,2,1,1
15011,39,13,4015.7034,2,1,2,1,1
15011,39,13,4030.0787,1,2,1,1,1
15011,39,15,4025.9437,1,2,1,1,1
15011,39,10,3939.7758,1,2,2,1,1
16011,39,6,3473.587,1,2,1,1,1
15011,39,12,4982.6659,1,2,1,1,1
16011,39,12,4183.5181,1,2,1,1,1
15011,39,11,3769.4495,1,2,1,1,1
15011,39,7,4474.5971,2,2,2,1,1
15011,39,15,4761.6912,2,2,2,2,2
16011,39,4,4685.5174,2,2,2,1,1
16011,39,15,4515.8858,2,2,2,1,1
16011,39,15,4149.9229,1,2,1,1,1
16011,39,4,3708.6719,2,2,2,2,2
15011,39,15,3723.845,1,1,1,1,1
15011,39,7,4292.3584,2,2,2,2,2
15011,39,6,3733.0912,2,2,2,2,2
15011,39,11,5678.3999,1,2,2,1,1
16011,39,11,4067.7596,1,1,1,1,1
16011,39,15,4909.1178,1,2,2,1,1
16011,39,14,4515.8858,2,1,2,1,1
16011,39,10,4966.4723,2,2,2,1,1
16011,39,4,3586.3089,2,2,2,2,2
16011,39,14,4334.4037,2,2,2,1,1
16011,39,4,4966.1639,2,2,2,2,2
15012,39,11,3588.3951,1,2,1,1,1
15011,39,13,3985.6098,1,2,1,1,1
15011,39,12,3302.2461,2,2,2,1,2
15011,39,8,3394.1865,2,2,1,1,1
16011,39,15,3639.297,1,2,2,1,1
16011,39,3,6229.356,1,2,2,1,1
16011,39,16,4533.9042,1,1,1,1,1
15011,39,15,5235.9416,1,2,2,1,1
15011,39,13,3311.9838,1,2,1,1,1
15011,39,6,3614.8478,2,2,2,1,2
15011,39,7,3509.9944,2,1,2,1,1
16011,39,16,3887.239,2,1,2,2,1
16011,39,12,4843.8504,1,1,1,1,1
16011,39,11,3877.3042,2,2,1,1,1
16011,39,11,3556.563,2,2,2,1,1
16011,39,8,4321.9131,1,2,2,1,2
16011,39,7,6229.356,1,2,1,1,1
16011,39,2,4591.6543,2,2,2,2,2
16011,39,2,3609.4455,2,2,1,2,1
16011,39,3,3642.9279,2,1,2,2,2
15011,39,10,3733.0912,2,1,2,1,1
16011,39,13,3961.0305,1,2,2,1,1
16011,39,16,4722.8412,1,1,1,1,1
15011,39,16,3559.0928,1,1,1,1,1
15011,39,15,4281.5611,1,2,2,1,1
15011,39,16,4919.183,1,2,1,1,1
16011,39,13,4722.8412,1,1,1,1,1
15011,39,7,4692.7851,2,2,2,1,1
16011,39,13,3921.3469,2,2,2,1,1
16011,39,14,4171.515,2,2,2,1,1
16011,39,9,6459.3803,2,2,2,1,1
15011,42,16,4140.9949,1,2,1,1,1
15011,42,16,3989.4372,1,1,1,1,1
15011,42,15,4263.4062,2,2,1,1,1
15011,42,16,4519.5248,1,1,1,1,1
15011,42,7,4600.2423,2,2,1,1,1
15011,42,15,3488.8405,2,2,1,1,1
15011,42,11,4121.9796,1,2,2,1,1
15011,42,13,4263.4062,1,1,2,1,1
15011,42,11,3488.8405,2,2,2,2,2
15011,42,16,4399.509,1,2,2,1,1
16011,42,16,3006.9108,1,2,1,1,1
16011,42,15,3256.3608,1,2,2,1,1
16011,42,16,4438.3444,1,2,2,1,1
16011,42,15,3925.1127,1,1,1,1,1
16011,42,15,4464.7935,1,1,2,1,1
16011,42,16,4608.3362,1,2,1,1,1
16011,42,16,4328.8709,1,1,2,1,1
16011,42,12,3362.8983,2,1,2,1,1
16011,42,14,3585.8462,1,2,1,1,1
16011,42,15,4573.875,1,1,1,1,1
16011,42,11,4028.7354,1,1,1,1,1
16011,42,13,4334.0249,2,2,2,2,2
16011,42,16,4043.2275,1,2,1,1,1
16011,42,7,3925.1127,2,2,2,2,2
16011,42,8,4594.3859,1,2,1,2,1
16011,42,15,3688.5069,1,2,1,1,1
16011,42,12,5226.6739,1,1,2,1,1
15011,42,6,4075.865,2,2,2,1,2
16011,42,10,4032.3123,1,2,2,1,1
15011,42,16,4098.3937,1,2,1,1,1
15011,42,10,3892.1654,2,2,2,2,2
15011,42,14,4268.345,1,2,1,1,1
15011,42,16,4106.986,1,2,1,1,1
15011,42,9,3758.118,1,2,2,2,2
15011,42,14,4330.5819,1,2,1,1,1
15011,42,8,3655.5708,1,2,1,1,1
15011,42,16,3537.7854,1,2,1,1,1
15011,42,14,5374.8259,1,1,2,1,1
16011,42,6,3362.8983,2,2,2,2,2
16011,42,16,4464.7935,2,2,2,2,2
16011,42,15,3530.0753,2,2,2,2,2
16011,42,13,4446.6532,1,1,2,1,1
16011,42,7,3432.5874,2,2,2,2,2
15011,42,14,3893.027,2,2,2,2,2
15011,42,14,3815.8609,2,1,1,1,1
15011,42,14,4991.1947,1,2,1,1,1
15011,42,15,4301.726,1,1,2,1,1
15011,42,14,4633.7667,1,1,2,1,1
15011,42,14,5400.1295,1,1,1,1,1
16011,42,15,4448.1383,1,1,1,1,1
16011,42,16,4013.0307,1,2,1,1,1
16011,42,10,3996.2787,2,2,1,2,1
16011,42,15,4432.112,1,1,1,1,1
16011,42,6,4262.9615,2,1,2,1,1
16011,42,13,3996.2787,1,2,2,2,1
15011,42,14,3892.1654,1,2,2,1,1
15011,42,8,3913.0476,1,2,2,1,1
16011,42,13,4953.3798,2,2,2,1,1
16011,42,12,4076.957,1,1,1,2,1
16011,42,16,3545.9279,1,1,1,1,1
15011,42,11,3942.0181,2,2,2,2,2
15011,42,7,3272.3814,2,2,1,1,1
16011,42,14,4479.0567,2,2,2,1,1
16011,42,11,3306.3128,2,2,2,2,2
16011,42,12,4285.3832,1,2,2,1,1
16011,42,8,3219.6184,2,2,1,2,1
16011,42,11,3274.124,1,2,2,1,1
16011,42,15,3951.6681,1,2,2,1,1
16011,42,11,3392.9314,1,1,1,1,1
16011,42,8,3854.3522,2,1,1,1,1
15011,42,14,4337.6534,1,2,1,1,1
15011,42,16,4777.45,1,2,1,1,1
15011,42,8,3940.7034,1,1,1,1,1
15011,42,15,4949.7712,1,1,2,1,1
15011,42,16,4774.2505,1,2,1,1,1
15011,42,11,4689.6682,2,2,1,1,1
16011,42,16,3927.3944,2,1,2,1,1
16011,42,12,3898.6924,1,2,1,1,1
16011,42,7,3951.0555,1,2,2,1,1
16011,42,5,3951.0555,2,1,2,2,2
16011,42,12,4065.1278,2,1,2,1,2
15011,42,6,3834.4471,2,2,2,2,2
15011,42,13,4838.9625,1,2,1,1,1
16011,42,16,4585.1036,1,1,1,1,1
16011,42,11,3772.6215,2,1,2,1,1
15012,42,14,4228.5875,1,1,1,1,1
16011,42,15,3680.6362,2,2,2,2,2
16011,42,11,3129.8507,2,1,2,1,1
16011,42,16,3875.6565,1,1,1,1,1
16011,42,11,4884.6721,1,1,2,1,1
16011,42,14,3460.1365,1,2,1,1,1
16011,42,16,3823.8036,1,2,1,1,1
16011,42,9,4252.6329,1,1,1,1,1
16011,42,11,5292.2201,1,2,1,1,1
16011,42,15,4751.047,1,2,1,1,1
16011,42,13,4250.1452,1,1,1,1,1
15011,42,11,3765.697,1,2,1,1,1
16011,42,7,3829.3707,1,1,1,1,1
16011,42,14,4600.0091,1,2,1,1,1
16011,42,11,3406.4656,2,2,2,1,2
16011,42,11,5117.9476,2,2,2,1,1
15011,42,10,3644.6109,2,2,2,2,1
15011,42,9,4391.8379,2,2,1,1,1
15011,42,11,4106.986,1,2,1,1,1
16011,42,15,4259.3614,2,2,2,1,1
15011,42,16,3233.315,1,2,1,1,1
15011,42,4,3324.0171,2,2,2,2,2
15011,42,9,4288.549,1,1,2,2,1
16011,42,8,3471.7221,2,2,2,2,2
16011,42,16,3949.0643,1,1,2,1,1
16011,42,13,3270.4215,2,1,2,1,1
15011,42,13,3829.1011,1,2,2,1,1
15011,42,15,3129.1351,1,1,1,1,1
15011,42,15,3129.1351,1,2,1,1,1
15011,42,14,3554.8926,1,2,1,1,1
15011,42,12,3173.484,2,2,2,2,2
16011,42,13,3577.7939,2,2,2,1,1
16011,42,11,3563.3753,2,2,2,2,2
16011,42,16,3471.7221,1,1,1,1,1
16011,42,11,4045.5458,2,2,2,2,2
15011,42,15,3834.4471,1,1,1,2,1
15011,42,16,3496.7589,2,2,2,1,1
15011,42,16,4173.2838,1,2,1,1,1
15011,42,7,3327.7802,1,1,2,2,1
