hrhhid2,gestfips,hefaminc,hwhhwgt,helaptop,hedesktp,hetablet,hemphone,heinhome
15011,21,6,3006.1512,1,2,2,1,1
16011,21,6,6445.1117,1,2,2,1,1
16011,21,11,3636.3452,2,2,1,1,1
16011,21,15,4163.3881,1,1,1,1,1
16011,21,15,3681.222,1,2,1,1,1
16011,21,12,6558.3788,1,2,2,1,1
15011,21,4,4931.2077,2,2,1,2,1
16011,21,9,3742.7305,1,1,1,2,1
16011,21,1,5800.5056,1,2,2,1,1
16011,21,10,2450.7673,1,2,1,1,1
15011,21,13,2547.0367,2,2,2,2,2
15011,21,9,2892.1674,1,2,1,1,1
15011,21,15,3174.5212,1,1,2,1,2
15011,21,14,2790.5479,2,2,1,1,1
16011,21,8,4087.9795,1,2,2,2,1
15011,21,10,2896.6682,1,2,1,2,1
16011,21,12,2963.5792,1,2,2,1,1
16011,21,9,2481.8511,1,2,1,1,1
15011,22,13,2094.7747,2,1,2,1,1
15011,22,8,1547.4873,1,2,1,1,1
16011,22,11,1566.8756,2,2,1,1,1
16011,22,14,1945.5982,2,2,2,1,1
16011,22,4,3033.8194,2,2,2,1,1
15011,22,14,1631.6542,1,2,1,1,1
15011,22,14,2020.4578,1,2,1,1,1
16011,22,9,1964.1898,1,2,1,1,1
15011,22,15,2870.6723,1,2,2,1,1
15011,22,1,2200.5727,1,2,2,1,1
15011,22,14,2130.5319,1,1,1,1,1
15011,22,6,2249.8528,2,2,2,1,1
15012,22,12,2386.1052,2,2,2,2,2
15011,22,9,2238.4275,2,1,2,1,1
15011,22,1,1889.6268,2,2,2,2,2
15011,22,13,2542.159,1,2,1,1,1
15011,22,13,2417.8488,2,2,2,2,2
16011,22,5,2816.9316,2,1,1,1,1
15011,22,13,2640.851,1,1,1,1,1
15011,22,5,1466.632,2,2,2,2,2
16011,22,11,1679.2422,1,2,2,1,1
16011,22,6,1478.1687,2,2,2,2,2
16011,22,2,3515.8221,2,2,2,1,1
15011,22,6,2212.6799,1,2,2,1,1
15011,22,6,1662.002,2,2,2,1,2
15011,22,14,1711.1591,1,2,1,1,1
16011,22,16,1827.76,1,2,1,1,1
16011,22,13,1877.777,2,2,2,2,2
16011,22,15,1786.7294,2,2,2,2,2
16011,22,16,2300.4194,2,2,2,2,2
16011,22,16,1946.2592,2,2,2,1,1
15011,22,10,1606.2492,2,2,2,2,2
15011,22,11,2284.5113,2,2,1,1,1
16011,22,7,1848.4232,2,2,2,1,1
16011,22,8,1627.3204,2,2,2,2,1
16011,22,5,2126.5922,2,2,2,1,1
15011,22,11,1468.4728,2,2,2,2,2
15011,22,1,1851.8476,2,2,2,2,2
16011,22,6,1867.5175,2,2,2,1,1
15011,22,16,1580.603,1,2,2,1,1
16011,22,8,1890.0971,2,2,2,2,2
16011,22,9,1877.1949,2,2,2,2,2
15011,22,13,1983.1108,2,2,1,1,1
15011,22,7,2129.3647,1,2,2,1,1
15011,22,14,2100.0328,2,2,1,1,1
15011,22,10,2280.2706,2,2,1,1,1
15011,22,1,1905.4843,1,2,2,1,1
15011,22,16,1771.0799,1,2,2,1,1
16011,22,5,1566.8756,2,2,2,2,2
15011,22,9,1717.4004,2,2,2,2,2
15011,22,13,2134.2245,1,1,1,1,1
16011,23,5,1337.4568,2,2,2,2,2
16011,23,11,2160.8371,1,2,2,1,1
15011,23,15,2128.1485,1,2,1,1,1
15011,23,16,1630.9954,1,2,1,1,1
15011,23,10,1599.9226,1,2,2,1,1
15011,23,10,1455.9665,1,2,2,1,1
15011,23,9,1408.9755,1,2,1,1,1
16011,23,16,1461.5307,1,2,2,1,1
16011,23,11,2558.8122,1,2,2,2,1
16011,23,2,1563.612,2,2,2,2,2
15011,23,10,1332.8437,2,2,2,1,1
15011,23,8,1377.7087,2,2,2,2,2
15011,23,15,2091.4718,1,2,1,1,1
16011,23,6,1284.6391,1,2,2,1,1
16011,23,16,1582.905,1,1,1,1,1
16011,23,14,1424.222,1,2,2,1,1
16011,23,8,2287.2246,1,2,1,1,1
16011,23,12,2197.807,1,2,1,1,1
15011,23,4,1272.1422,2,1,2,2,2
15011,23,16,1455.9665,1,1,2,1,1
15011,23,16,1648.8112,1,2,1,1,1
16011,23,16,1616.8176,1,1,2,1,1
16011,23,16,1452.7187,1,2,1,1,1
16011,23,12,1287.5314,1,2,2,1,1
16011,23,11,1430.0537,1,2,2,1,1
16011,23,14,1430.0537,1,2,2,2,1
16011,23,13,1355.7478,1,1,2,1,1
16011,23,16,1489.6148,1,1,1,1,1
16011,23,11,1140.6576,1,1,2,2,1
16011,24,15,8220.7153,1,2,1,1,1
16011,24,15,3702.2597,1,2,2,1,1
15011,24,16,5328.1552,1,1,1,1,1
15011,24,13,3859.5569,1,2,2,1,1
15011,24,16,4654.4568,1,1,1,1,1
15011,24,14,4897.974,1,2,1,1,1
15011,24,16,3053.1526,1,2,1,1,1
16011,24,16,3614.1347,1,1,2,1,1
16011,24,15,5867.9105,1,2,2,1,1
15011,24,14,5685.0658,2,1,2,1,1
15011,24,11,4311.4411,1,1,1,1,1
16011,24,13,4861.8811,1,2,1,1,1
15011,24,16,4311.43,1,1,2,1,1
15011,24,16,3920.718,1,2,1,1,1
15011,24,14,3584.3625,1,1,2,1,1
15011,24,13,3770.3194,1,2,2,1,1
15011,24,16,6436.392,1,1,2,1,1
15011,24,13,4340.4474,2,2,2,2,1
15011,24,13,7257.138,1,2,1,1,1
16011,24,14,7248.9805,1,2,1,1,1
16011,24,15,5895.6363,2,2,2,2,2
16011,24,10,4949.1307,1,2,2,1,1
16011,24,16,5592.8247,1,1,2,1,1
16011,24,16,6218.7061,1,2,2,1,1
15011,24,14,3800.9318,2,1,1,1,1
15011,24,13,4452.6334,1,1,1,1,1
15011,24,2,5891.4733,1,1,2,1,1
15011,24,12,4896.7499,1,2,2,1,1
15011,24,15,4108.7506,1,2,1,1,1
16011,24,14,7358.4735,1,2,2,1,1
16011,24,3,4591.4424,2,2,2,1,2
15011,24,16,5355.4303,1,2,1,1,1
16011,24,12,3525.7335,1,1,2,1,2
15011,24,11,5649.8743,1,2,1,1,1
16011,24,16,4883.3591,1,1,1,1,1
16011,24,16,5298.1034,1,1,1,1,1
16011,25,16,2907.0975,1,2,1,1,1
16011,25,14,3176.671,1,2,1,1,1
16011,25,15,2885.6096,1,2,1,1,1
15011,25,5,2872.5326,2,2,2,1,1
16011,25,4,2967.888,1,1,1,2,1
15011,25,8,2650.2986,2,2,1,2,2
15011,25,10,2596.632,1,1,2,1,1
15011,25,8,2034.6619,1,2,2,2,1
16011,25,16,2878.2753,1,1,1,1,1
16011,25,16,3038.2891,2,2,2,2,1
16011,25,9,2656.7227,2,2,2,2,2
16011,25,16,3010.963,1,2,1,1,1
16011,25,13,2570.8736,1,2,2,1,1
16011,25,13,2333.4042,2,2,2,2,2
16011,25,15,2718.4201,1,1,2,1,1
16011,25,4,3060.7379,2,2,2,1,1
16011,25,4,3979.8365,2,2,2,2,2
16011,25,5,3979.8365,2,2,2,1,1
16011,25,10,2595.1673,2,2,2,2,2
16011,25,6,2595.1673,2,1,2,2,1
16011,25,7,2256.1524,2,1,2,2,1
16011,25,14,2938.8065,1,2,2,1,1
15011,25,13,2946.9109,1,1,2,1,1
15011,25,15,3169.5423,1,2,1,1,1
15011,25,15,3169.5423,1,1,1,1,1
15011,25,16,2565.2168,1,1,2,1,1
15012,25,9,2886.6708,1,1,1,1,1
15011,25,12,3720.7832,1,1,1,1,1
15011,25,14,2228.7372,2,2,2,1,1
15011,25,12,3331.4104,1,1,1,1,1
16011,25,16,2785.5935,1,1,1,1,1
16011,25,16,2753.9639,1,1,2,1,1
16011,25,16,3452.6503,1,1,1,1,1
16011,25,16,2788.803,1,1,1,1,1
16011,25,16,2297.2966,1,1,2,1,1
16011,25,15,3022.1743,1,1,1,1,1
16011,25,8,2530.3644,2,2,1,1,1
16011,25,16,2394.5361,1,2,1,1,1
16011,25,15,2328.4369,1,1,1,1,1
16011,25,10,2530.3644,2,2,1,1,1
16011,25,11,2993.7732,2,2,1,1,1
16011,25,6,2439.6198,1,2,1,1,1
16011,25,16,2748.3003,1,2,1,1,1
16011,25,16,3459.6212,1,1,1,1,1
15011,25,16,2407.8254,1,1,1,1,1
16011,25,13,2555.8172,1,1,1,1,1
15011,25,16,3124.1065,1,1,1,1,1
15011,25,9,3006.6377,1,2,2,1,1
15011,25,16,3654.7632,1,1,2,1,1
15012,25,15,3152.8922,1,2,1,1,1
15012,25,16,2956.8443,1,1,1,1,1
15011,25,14,2689.95,1,2,2,1,1
15011,25,13,2844.7701,1,2,2,1,1
15011,25,14,2584.119,1,2,1,1,1
15011,25,10,2375.4709,2,2,2,1,1
16012,25,11,2328.4369,2,2,2,2,2
16012,25,15,3137.864,1,2,2,1,1
16011,25,15,2394.5361,1,2,2,1,1
16011,25,12,2471.6863,1,1,1,1,1
15011,25,14,3167.312,1,1,2,1,1
15011,25,16,2930.1454,1,2,1,1,1
15011,25,14,3483.203,1,2,2,1,1
15011,25,16,4507.2804,1,1,2,1,1
15011,25,14,3273.4598,1,2,2,1,1
15011,25,4,3602.5443,1,2,1,1,1
15011,25,2,4864.2512,1,2,2,1,1
16011,25,14,3238.8609,1,2,2,1,1
16011,25,4,3035.6971,1,2,2,1,1
16011,25,11,2463.6459,1,2,1,2,2
16011,25,10,3490.1501,2,2,2,1,2
16011,25,4,3439.0902,1,2,1,1,1
16011,25,1,5283.4495,1,1,1,1,1
16011,25,14,2318.8093,1,2,2,1,1
15011,25,16,2943.3781,1,2,2,1,1
15011,25,15,3569.3095,2,1,1,1,1
15011,25,15,3428.7483,1,1,1,1,1
15011,25,10,3247.8934,2,2,2,1,1
15011,25,6,2946.9109,1,2,2,1,1
16011,25,9,2488.7652,1,2,2,1,1
16011,25,14,3171.5994,1,1,1,1,1
16011,25,16,3706.054,1,2,2,1,1
16011,25,10,2869.5254,1,2,2,1,1
16011,25,10,3075.8613,2,1,1,1,1
15011,28,12,2891.9117,1,2,1,1,1
16011,28,12,1442.5673,1,1,1,1,1
16011,28,7,1188.6758,1,2,2,1,1
16011,28,14,1558.729,2,1,2,1,1
16011,28,4,2616.2064,2,2,1,1,1
16011,28,14,1184.745,1,1,1,1,1
16011,28,15,1653.9084,1,1,1,1,1
15011,28,13,1459.59,1,2,2,1,1
16011,28,11,1572.8596,1,2,2,1,1
15011,28,8,3397.1997,2,2,2,2,2
15011,28,9,1449.5481,1,2,1,2,1
15011,28,12,1706.4231,1,2,2,1,1
15011,28,13,1970.519,1,2,1,1,1
16011,28,7,1378.0128,2,2,2,1,2
16011,28,10,1683.4169,1,1,2,1,1
15011,28,14,1506.4983,1,1,1,1,1
15011,28,16,1970.519,1,2,1,1,1
16011,28,10,1347.9139,2,1,1,1,1
16011,28,14,1347.9139,1,2,1,1,1
16011,28,14,2410.7058,2,1,2,1,1
16011,28,14,1452.609,1,2,1,1,1
15011,28,11,1927.9469,2,1,2,1,2
15011,28,11,2102.7031,2,2,2,1,1
15011,28,9,1412.4573,2,1,2,1,1
15011,28,16,3393.3608,1,1,2,1,1
16011,28,11,1748.0854,2,2,2,2,2
15011,28,9,2071.9875,1,2,2,1,1
16011,28,7,1790.165,2,2,2,2,2
15011,28,11,1261.8884,2,2,2,1,1
16011,28,4,1179.8897,2,2,2,1,1
16011,28,15,1637.6482,1,1,2,2,1
16011,28,4,1669.0353,2,2,1,2,1
15011,28,9,1298.7688,1,2,1,1,1
15011,28,11,1383.5203,1,2,2,1,1
15011,28,13,1564.3519,2,2,2,1,1
15011,28,5,1371.2254,2,2,2,1,1
16011,28,1,1669.0353,1,2,1,1,1
16011,28,7,2754.2584,2,2,2,1,1
16011,28,12,2119.966,1,2,1,1,1
16011,28,11,1371.5542,1,1,1,1,2
16011,28,8,1081.7053,2,2,2,1,1
15011,28,4,1119.783,2,2,2,1,1
15011,28,6,1478.2006,1,2,1,1,1
15011,28,7,1295.7098,1,2,1,1,1
16011,28,10,1195.2451,1,2,2,1,1
16011,28,6,2103.3907,1,2,1,1,1
16011,28,4,1442.5673,2,2,1,2,1
16011,28,12,1558.729,2,1,2,1,1
16011,28,9,1260.7784,2,2,2,1,2
16011,33,7,1162.6806,2,1,2,1,1
16011,33,12,966.36,1,2,1,1,1
16011,33,15,676.302,1,2,2,1,1
15011,33,9,2000.5424,1,2,2,1,1
16011,33,13,970.3623,1,2,2,1,1
16011,33,12,835.5866,2,1,1,1,1
16011,33,8,829.4103,2,2,2,2,2
16011,33,12,966.36,1,2,1,1,1
16011,33,10,991.3802,1,2,1,2,1
16011,33,16,764.7619,1,2,2,1,1
15011,33,10,932.3496,1,2,1,1,1
15011,33,10,976.9934,2,2,2,2,2
15011,33,14,960.1325,2,1,1,1,1
15011,33,8,846.34,2,2,1,1,1
15011,33,14,1043.4101,1,2,1,1,1
15011,33,15,1308.7987,1,2,1,1,1
15011,33,9,1198.6024,2,2,2,1,1
16011,33,10,773.9603,2,2,2,1,1
16011,33,12,773.9603,1,2,2,1,1
16011,33,14,1402.9928,1,1,2,1,1
16011,33,8,945.8487,1,2,2,1,1
16011,33,7,928.1595,1,2,2,1,1
16011,33,9,742.7815,1,1,2,1,1
15011,33,13,986.7648,1,2,2,1,1
15011,33,12,830.769,2,1,2,1,1
15011,33,6,853.23,2,2,1,1,1
15011,33,7,976.9934,2,2,2,1,2
15011,33,12,990.8516,1,2,2,1,1
15012,33,9,1839.9045,2,2,2,1,1
16011,33,13,913.07,1,1,1,1,1
16011,33,11,967.774,1,2,2,1,1
16011,33,11,1144.8119,1,2,2,1,1
15011,33,16,1094.0022,1,2,2,1,1
16011,33,15,635.1229,1,1,1,1,1
16011,33,16,668.5677,1,1,1,1,1
16011,33,16,929.5253,1,2,2,1,1
16011,33,6,1131.5577,2,2,2,1,1
15011,33,7,732.9664,2,1,1,1,1
15011,33,10,921.6871,1,1,1,1,1
15011,33,13,999.9661,1,1,1,1,1
15011,33,13,1038.9648,1,1,1,1,1
15011,33,12,1513.7117,1,2,2,1,1
16011,33,10,968.2323,2,2,2,1,1
16011,33,1,1633.579,1,2,1,1,1
16011,33,12,940.2785,1,2,2,1,1
15011,34,14,4371.2517,1,2,1,1,1
15011,34,14,4523.9,2,1,1,2,1
15011,34,16,3957.2437,1,2,1,1,1
15011,34,11,3939.6501,1,2,1,1,1
15011,34,5,5010.3561,2,2,2,1,1
15011,34,8,5010.3561,2,2,2,1,1
15011,34,14,4333.1461,1,2,1,1,1
15011,34,13,4559.1356,1,1,1,1,1
16011,34,15,5824.8182,1,1,1,1,1
16011,34,15,4642.1647,1,2,1,1,1
16011,34,12,5664.2092,1,2,1,1,1
15011,34,15,4579.3025,1,2,1,1,1
15011,34,13,6367.9075,1,1,1,1,1
16011,34,16,5362.2414,1,1,1,1,1
16011,34,15,4442.4666,1,1,2,1,1
16011,34,13,4043.1644,2,2,2,1,1
16011,34,16,4477.068,1,1,2,1,1
16011,34,1,4546.6179,2,2,2,1,1
16011,34,6,6261.8748,2,2,2,1,1
16011,34,9,6465.2435,1,2,2,1,1
15011,34,11,3524.3016,2,2,2,2,1
16011,34,11,4502.7781,2,2,2,1,1
15011,34,15,5860.0876,2,2,2,2,2
15011,34,10,5269.4638,2,2,2,1,2
15011,34,16,5995.6571,1,2,2,1,1
16011,34,15,5857.2758,1,2,1,1,1
16011,34,11,3277.5035,1,1,2,1,1
16011,34,16,5548.4665,1,2,1,1,1
16011,34,8,4363.9584,2,2,2,1,1
16011,34,8,3819.9422,2,2,2,2,2
15011,34,16,4231.012,1,1,1,1,1
15011,34,16,4231.012,2,2,2,2,1
15011,34,16,6047.1081,1,2,2,1,1
15011,34,10,6530.4329,2,2,2,1,1
15011,34,3,4240.0196,1,1,1,1,1
16011,34,13,4496.8718,1,2,1,1,1
16011,34,15,3423.0814,2,2,2,2,1
15011,34,16,4326.0623,1,2,2,1,1
16011,34,12,5327.0913,1,1,2,1,1
16011,34,16,3933.8002,1,2,2,1,2
16011,34,15,6476.0965,1,2,2,1,1
16011,34,14,4255.1465,1,2,1,1,1
15011,34,16,6594.8077,1,2,1,1,1
15011,34,15,4143.2085,1,2,2,1,1
15011,34,8,4271.5932,1,2,2,1,1
15011,34,12,5849.7876,1,2,2,1,1
16011,34,15,3719.701,1,1,1,1,1
16011,34,16,4066.0553,1,1,2,1,1
16011,34,15,4769.8016,1,2,2,1,1
15011,34,15,4333.1461,1,2,2,1,1
15011,34,15,5650.1736,1,2,2,1,1
15012,34,13,3856.7579,2,2,2,2,2
15011,34,16,4579.3025,1,2,1,1,1
15011,34,9,3485.8287,2,1,1,2,2
15011,34,14,3524.3016,1,1,2,1,1
15011,34,15,4096.7898,1,2,2,1,1
15011,34,15,5100.7108,1,2,2,1,1
15011,34,13,4240.0196,1,2,2,1,1
15011,34,6,4667.6956,2,2,2,2,2
16011,34,4,4163.6962,2,2,2,2,2
16011,34,6,4163.6962,1,2,2,1,1
16011,34,14,3750.8372,2,2,2,1,1
16011,34,12,4411.7221,1,1,1,2,1
15011,34,7,4240.0196,2,2,2,2,2
15011,34,6,4240.0196,2,2,2,1,1
15011,36,15,5231.2492,1,1,2,1,1
15011,36,4,6021.714,1,1,1,1,1
15011,36,13,3745.5821,2,2,1,1,1
15011,36,15,5381.4075,1,2,2,1,1
15011,36,3,4921.1187,2,2,1,1,2
15011,36,12,8853.3826,1,2,1,1,1
15011,36,15,5950.46,1,2,1,1,1
15011,36,10,7958.8464,1,2,1,1,1
15011,36,9,6717.4885,2,2,2,1,2
15011,36,13,6419.4773,1,2,2,1,1
15011,36,3,5490.6739,1,2,2,1,1
15011,36,1,5039.4048,1,2,1,1,1
15011,36,3,8132.9544,2,2,2,2,2
16011,36,15,4084.9867,1,1,1,1,1
16011,36,6,8206.046,2,2,2,1,1
16011,36,1,4211.9716,2,2,2,2,2
15011,36,6,4261.1756,1,2,2,1,1
15011,36,11,4323.5482,1,1,2,1,1
16011,36,15,7295.7911,1,1,1,1,1
16011,36,16,3750.2125,1,2,1,1,1
15011,36,15,3566.6314,1,1,1,1,1
15011,36,9,3096.1054,1,1,1,1,1
15011,36,4,4145.8646,2,2,2,1,1
15011,36,15,4984.2857,1,2,2,1,1
15011,36,1,3549.6712,2,2,2,1,2
15011,36,5,4377.8684,2,2,2,1,2
15011,36,1,3506.7257,2,2,2,2,2
15011,36,14,8861.6277,1,2,1,1,2
15011,36,11,4161.6653,2,2,1,1,1
16011,36,10,3450.1842,1,2,2,1,1
16011,36,9,3732.4821,1,2,1,1,1
16011,36,16,5068.8699,2,2,2,2,2
16011,36,16,5099.1305,1,1,1,1,2
16011,36,14,3610.4372,1,1,1,1,1
16011,36,12,5247.7046,1,1,1,1,1
16011,36,5,3182.5372,2,2,2,2,2
16011,36,15,3344.7519,2,2,2,2,2
16011,36,15,3556.4252,1,1,1,1,1
16011,36,14,5596.7269,1,1,2,1,1
16011,36,12,4445.3545,2,2,1,1,1
15011,36,14,5115.1213,1,2,2,1,1
16011,36,8,4596.5135,2,2,2,1,2
16011,36,1,4953.2889,2,2,2,2,2
15011,36,5,5143.7433,2,2,2,2,2
15011,36,4,5124.0999,2,2,2,2,2
15011,36,4,5124.0999,2,2,2,2,2
15012,36,11,5656.2351,1,2,2,1,1
15011,36,5,5107.26,2,2,2,2,2
15011,36,4,5124.0999,1,1,1,1,1
15011,36,15,5373.0692,1,2,1,1,1
15011,36,14,6980.1034,1,2,1,1,1
15011,36,4,3502.8551,2,2,2,1,1
15011,36,6,6906.5246,1,2,2,1,1
15011,36,4,3502.8551,2,2,2,2,2
15011,36,8,4873.3817,2,2,2,2,2
15011,36,4,5490.6739,1,2,2,1,1
15011,36,15,4873.3817,1,1,1,1,2
15011,36,8,4653.9394,2,2,2,2,2
15011,36,4,6297.6798,2,2,2,2,2
16011,36,14,5294.6392,2,2,2,1,1
16011,36,9,4881.5736,1,2,2,1,1
16011,36,10,5022.5112,1,2,2,1,1
16011,36,13,4645.0977,1,2,2,1,1
16011,36,6,5183.2045,2,2,2,2,2
16011,36,9,6108.0856,1,1,1,1,1
16011,36,13,4232.0678,1,1,1,1,1
16011,36,13,6930.5238,1,1,1,1,1
16011,36,12,4418.5498,2,2,2,1,1
16011,36,12,4183.015,1,2,2,1,1
16011,36,13,5291.1695,2,2,2,1,1
16011,36,6,5138.1868,2,2,2,1,1
16012,36,1,5890.6355,2,2,2,1,1
16011,36,1,5420.431,2,2,2,2,2
16011,36,13,4079.9708,1,2,2,1,1
16011,36,12,5091.3868,1,2,1,1,1
16011,36,15,7830.5201,1,2,2,1,1
16011,36,11,6975.021,1,2,1,1,1
16011,36,16,4858.1733,1,1,1,1,1
16011,36,15,6757.7989,1,1,1,1,1
16011,36,16,4813.9963,1,1,1,1,1
15011,36,6,3526.7183,1,1,2,1,1
15011,36,9,3876.1733,1,1,2,1,1
15011,36,14,3802.9073,1,1,2,1,1
15011,36,12,4868.5585,2,1,1,1,1
15011,36,16,4273.8988,1,2,1,1,1
15011,36,12,3234.6925,2,2,1,1,1
15011,36,14,3375.2028,1,1,1,1,1
15011,36,5,4479.1388,2,2,1,1,1
16011,36,12,3381.7959,1,2,1,1,1
15011,36,16,4366.0991,1,2,2,1,2
15011,36,6,4340.4368,1,1,1,1,1
15011,36,5,3677.6696,1,2,1,1,1
15011,36,16,4323.5482,1,1,1,1,1
15012,36,15,8820.8718,1,2,1,1,1
15011,36,15,3940.4567,1,2,2,1,1
15011,36,11,4147.7164,2,2,2,1,1
15011,36,16,5429.8297,1,2,1,1,1
15011,36,14,10255.5,1,2,1,1,2
15011,36,14,10255.5,1,2,1,1,1
16011,36,14,3750.2125,1,1,2,1,1
16011,36,14,3890.3018,2,1,1,1,1
16011,36,10,5850.9775,1,1,2,1,1
15012,36,13,6567.0342,2,2,2,1,1
15011,36,16,5558.7432,1,2,1,1,1
15011,36,2,4274.1525,1,1,1,1,1
15011,36,1,7959.7619,2,2,2,2,2
15011,36,16,5143.7433,2,1,1,1,1
15011,36,16,3745.5821,2,2,2,2,2
15011,36,14,5718.0955,1,2,2,1,1
15012,36,16,4151.9313,1,2,2,1,1
15011,36,16,3790.9155,1,1,2,1,1
15011,36,16,4251.5661,2,2,2,2,2
15011,36,15,4721.2214,1,2,1,1,1
15011,36,16,5154.452,1,1,2,1,1
15011,36,15,5124.0999,1,2,2,1,1
15011,36,15,6201.5798,1,1,1,1,1
15012,36,16,5310.522,1,2,2,1,1
15011,36,1,5027.6119,2,2,2,1,1
15011,36,13,4289.8685,1,1,1,1,1
15012,36,16,4961.5726,1,2,2,1,1
15011,36,15,3433.4228,1,2,1,1,1
15011,36,8,4065.276,2,2,2,2,1
15011,36,4,7876.2542,2,2,2,2,2
15011,36,9,4937.7889,2,2,2,2,1
15011,36,16,6152.0585,1,2,1,1,1
15011,36,12,5190.3505,1,2,2,1,1
15011,36,3,4910.4053,2,1,2,1,1
15011,36,4,6965.5938,2,2,2,1,1
15011,36,14,5250.0654,1,2,2,1,1
15011,36,8,8214.3894,2,2,2,2,1
16011,36,16,6834.7358,1,2,1,1,1
16011,36,15,3446.376,2,2,2,2,2
16011,36,13,6123.9341,1,2,1,1,1
16011,36,16,4141.7068,1,2,1,1,1
16011,36,16,3488.5825,1,1,1,1,1
16011,36,10,5041.4803,2,2,2,1,1
16011,36,12,5379.7073,1,2,2,1,1
16011,36,16,4650.9087,1,2,1,1,1
16011,36,14,6705.1738,1,2,2,1,1
16011,36,9,4645.0977,1,1,1,1,1
16011,36,16,3482.9946,1,2,2,1,1
16011,36,13,5861.7169,1,2,2,1,1
16011,36,9,4730.8244,1,2,2,1,1
16011,36,9,4183.015,1,1,2,1,1
16011,36,1,3729.7918,2,2,1,1,1
16011,36,15,3344.7519,2,2,2,1,1
15011,36,10,5181.3107,1,2,1,1,1
16011,36,14,4102.2732,1,1,1,1,1
16011,36,15,4117.9078,2,1,1,1,1
16011,36,13,3340.8016,1,1,1,1,1
16011,36,7,3200.6816,1,2,2,1,1
16011,36,10,3822.0051,1,2,2,1,1
16011,36,8,5071.9027,2,2,2,1,2
16011,36,4,3747.1942,2,2,2,1,2
15011,36,14,3658.4357,2,1,2,2,1
15011,36,6,3506.7257,2,1,2,2,1
15011,36,15,4390.1641,1,1,2,1,1
15011,36,16,3473.4437,1,1,2,1,1
16011,36,16,4396.7816,1,1,2,1,1
16011,36,15,5826.7046,1,1,1,1,1
16011,36,7,3618.3719,2,2,1,1,1
16011,36,6,3959.2764,1,2,1,1,1
16011,36,15,3762.9219,1,2,1,1,1
15011,36,15,6224.2929,1,2,2,1,1
15011,36,14,4397.7608,1,2,2,2,2
15014,36,10,4301.4227,1,2,1,1,1
15011,36,14,6347.3547,1,2,1,2,1
15011,36,16,3745.5821,1,2,1,1,1
15011,36,7,7923.1205,1,2,2,1,1
15011,36,15,3946.7958,1,2,2,1,1
15011,36,13,8446.1202,1,2,2,1,1
15011,36,12,4828.5358,1,2,2,1,1
15011,36,10,6728.9106,1,2,1,1,1
15011,36,12,6350.2499,2,2,2,1,1
15011,36,5,4280.9972,2,2,2,2,2
15011,36,6,3908.1382,1,2,1,1,1
15011,36,6,4937.7889,2,2,2,1,1
15011,36,8,7695.2179,1,2,1,1,1
16011,36,16,5581.801,1,1,1,1,1
16011,36,13,4232.0678,1,2,1,1,1
16011,36,15,4841.772,1,2,1,1,1
16011,36,6,6245.0117,2,2,2,1,1
16011,36,13,9814.6813,1,1,2,1,1
16011,36,9,4794.8047,1,1,2,1,1
15011,36,13,5813.4092,1,2,1,1,1
15011,36,15,6164.2526,2,2,2,2,2
15011,36,15,3349.9914,1,1,1,1,1
15011,36,16,4432.5542,1,2,1,1,1
16011,36,15,5739.3615,2,2,1,1,1
16011,36,16,5091.3868,1,1,1,1,1
15011,36,12,4729.1596,2,2,2,2,2
15011,36,14,4387.6015,1,1,1,2,1
15011,36,15,3690.9161,1,2,1,1,1
16011,36,15,3153.2382,2,2,2,1,2
16011,36,14,3818.9234,1,1,1,1,1
16011,36,10,3271.0222,2,1,2,2,1
15011,36,14,4204.083,2,1,2,1,1
16011,36,11,3200.6816,1,2,2,1,1
15012,36,14,3815.2784,1,2,1,1,1
15011,36,16,3690.5261,1,2,1,1,1
15011,36,6,4566.0351,2,2,2,2,1
16011,36,16,5283.8691,1,2,1,1,1
16011,36,13,3339.7145,1,2,2,1,1
16011,36,14,3200.6816,2,2,2,2,2
15011,36,11,4097.2742,2,2,1,1,1
16011,36,15,5207.4251,1,2,2,1,1
15011,36,16,3811.6709,1,1,2,1,1
15011,36,12,5197.714,1,1,2,1,1
15011,36,15,5125.9591,2,2,2,2,2
15011,36,13,4964.9287,2,2,2,2,2
15011,36,14,5835.4105,1,2,1,1,2
15011,36,12,3954.0559,2,2,2,2,2
15011,36,16,3473.4437,1,2,1,1,1
15011,36,13,3473.4437,2,2,2,2,2
15011,36,14,3650.486,1,2,1,1,1
15011,36,15,5727.3821,2,2,2,2,2
15011,36,15,5585.5209,2,2,2,2,2
15011,36,15,4265.975,2,2,2,2,2
15011,36,14,3473.4437,1,2,1,2,1
16011,36,8,3876.9219,2,2,2,2,1
16011,36,13,4625.1993,1,1,1,1,1
16011,36,16,3953.9015,2,2,2,2,2
16011,36,16,4086.98,1,2,2,1,1
16011,36,12,3565.8874,2,2,2,2,2
16011,36,15,4652.9079,1,1,1,1,1
16011,36,16,3909.0061,2,2,2,2,2
16011,36,12,4080.8397,2,1,1,1,1
16011,36,1,8916.6715,1,2,2,1,1
16011,36,15,4009.5117,2,2,2,2,2
16011,36,12,3890.3018,2,2,2,1,2
15011,36,15,3881.7735,1,2,2,1,1
15011,36,16,3225.063,1,1,1,1,1
16011,36,13,5053.7801,1,1,1,1,1
16011,36,11,5053.7801,1,2,2,1,1
16011,36,15,3629.4789,1,1,1,1,1
