hrhhid2,gestfips,prtage,pesex,peeduca,hefaminc,pemlr,ptdtrace,pwsswgt,pwprmwgt,pelaptop,pedesktp,petablet,pemphone,peinhome
16012,48,52,2,42,13,1,1,4865.4675,0,1,2,1,1,1
16011,48,28,2,39,9,1,2,4915.111,8498.6881,1,2,2,1,1
16011,48,13,1,-1,9,-1,2,4008.8791,0,2,2,2,2,1
16011,48,5,2,-1,9,-1,2,5264.6006,0,2,2,2,2,1
16011,48,71,2,39,5,5,2,3683.9318,5285.7565,2,2,2,1,1
16011,48,80,2,36,15,5,1,3929.1628,5928.6513,1,2,1,1,1
16011,48,28,2,44,1,4,4,4508.5867,8929.2581,1,2,1,1,1
15011,48,69,2,34,12,5,1,3948.0113,0,2,2,2,2,2
15011,48,58,1,36,12,6,1,4992.6634,0,2,2,2,2,2
15011,48,26,1,40,12,1,1,5447.328,0,2,2,2,2,2
15011,48,43,2,36,7,1,1,4524.3382,8658.2269,1,2,2,1,2
16011,48,55,1,40,12,1,1,4969.2533,8658.8569,2,2,2,1,1
16011,48,56,2,40,12,1,1,4546.9535,0,1,2,1,1,1
15011,48,56,1,43,15,1,2,4302.7571,6519.628,1,1,2,1,1
15011,48,57,2,44,15,1,2,4370.8133,0,1,2,2,1,1
15011,48,48,2,43,14,1,1,4539.0137,9609.2337,1,1,1,1,1
15011,48,19,2,39,14,1,1,5438.4739,18362.0539,1,2,2,1,1
15011,48,21,1,39,14,1,1,6382.5719,0,1,2,2,1,1
15011,48,22,1,39,14,1,1,6382.5719,0,1,2,2,1,1
15012,48,43,1,40,9,1,10,4545.2424,0,2,2,2,2,2
16011,48,29,1,43,16,1,1,4868.1605,8915.6664,2,1,2,2,2
16011,48,28,2,44,16,1,1,5676.4287,0,1,1,1,1,1
16011,48,45,1,40,9,1,1,5385.3107,0,2,2,2,2,2
16011,48,39,2,43,9,7,4,4343.7502,9622.9639,1,2,1,1,1
16011,48,9,1,-1,9,-1,8,6345.8655,0,2,2,2,2,1
16011,48,11,2,-1,9,-1,8,6820.6113,0,2,2,2,2,1
16011,48,45,1,44,16,1,4,5388.5135,10048.1638,2,1,2,2,2
16011,48,45,2,43,16,1,4,4929.324,0,1,1,1,1,1
16011,48,15,1,35,16,7,4,8009.2713,0,1,2,1,1,1
16011,48,11,2,-1,16,-1,4,2742.4892,0,2,2,2,2,1
16011,48,49,2,43,16,1,1,4086.4801,8996.0546,1,1,1,1,1
16011,48,53,1,40,16,1,1,4293.4159,0,1,1,1,1,1
16011,48,21,2,40,16,7,1,4699.6868,0,1,1,1,1,1
16011,48,16,2,35,16,7,1,4254.9768,0,1,2,2,1,1
16011,48,45,1,39,15,1,1,5027.8263,9438.5511,2,2,2,1,1
16011,48,53,2,39,15,1,1,5596.866,0,1,1,2,1,1
16011,48,17,1,37,15,1,1,6123.4096,0,1,2,2,1,1
16011,48,15,2,35,15,7,1,3784.8672,0,1,2,2,1,1
16011,48,50,1,43,16,1,1,4766.0639,8947.1543,1,2,1,1,1
16011,48,48,2,43,16,1,1,5063.5749,0,1,2,1,1,1
16011,48,17,1,36,16,1,1,6123.4096,0,1,2,1,1,1
16011,48,14,2,-1,16,-1,1,4313.3621,0,2,2,2,2,1
16011,48,12,2,-1,16,-1,1,4481.0232,0,2,2,2,2,1
16011,48,26,1,40,4,1,1,6077.3442,0,2,2,2,2,2
15011,48,60,1,40,13,1,4,5418.4888,0,1,2,2,1,1
15011,48,39,2,41,13,1,4,3815.6936,8453.1292,1,1,1,1,1
15011,48,6,2,-1,13,-1,4,3545.6689,0,2,2,1,1,1
15011,48,33,2,44,10,1,1,6839.376,13794.7858,1,2,2,1,1
15011,48,15,1,35,10,7,1,9292.1082,0,1,2,2,1,1
15011,48,12,1,-1,10,-1,1,6862.9062,0,1,2,2,1,1
15011,48,68,2,41,14,1,1,4342.1163,6551.7502,1,1,1,1,1
15011,48,76,2,33,8,5,1,4965.5724,10126.789,1,2,1,1,1
15011,48,78,1,33,8,5,1,4590.514,0,2,2,1,2,1
15011,48,42,1,46,14,1,4,5326.9221,9508.3352,2,1,2,2,2
15011,48,39,2,42,13,1,1,4418.9986,0,1,1,2,1,1
15011,48,41,1,41,13,1,1,5604.6376,10949.3402,1,2,1,1,1
15011,48,14,2,-1,13,-1,1,4181.0336,0,1,2,2,1,1
15011,48,9,2,-1,13,-1,1,4911.5437,0,1,2,2,2,1
16011,48,31,2,35,8,1,1,4997.3384,0,2,2,1,1,1
16011,48,32,1,36,8,1,1,5794.4234,12525.473,2,2,2,1,1
16011,48,14,1,-1,8,-1,1,6185.0026,0,1,2,2,1,1
16011,48,13,1,-1,8,-1,1,5728.9704,0,1,2,2,1,1
16011,48,8,2,-1,8,-1,1,7417.9125,0,1,2,1,2,1
16011,48,24,2,40,12,7,1,6482.6036,21887.3748,1,2,2,1,1
16011,48,4,1,-1,12,-1,1,4700.4193,0,2,2,1,2,1
16011,48,52,1,46,16,1,1,4551.4966,0,1,1,2,1,1
16011,48,51,2,46,16,1,1,4492.9548,0,2,1,2,1,1
16011,48,73,2,39,16,1,1,4447.9856,9071.2224,2,1,1,1,1
16011,48,16,2,35,16,7,1,4510.7469,0,1,2,2,1,1
16011,48,16,2,35,16,7,1,4510.7469,0,1,2,2,1,1
16011,48,58,2,42,8,1,1,4449.0275,0,1,2,2,1,1
16011,48,58,1,39,8,2,1,5521.5952,11021.5367,1,2,1,1,1
16011,48,49,1,39,13,1,1,5318.3733,11999.4158,2,2,1,1,1
16011,48,49,1,40,15,1,1,5318.3733,0,1,1,1,1,1
16011,48,44,2,40,15,1,1,4268.3368,0,2,1,1,1,1
16011,48,16,2,36,15,7,1,5093.0426,16702.739,1,2,1,1,1
16011,48,13,2,-1,15,-1,1,4205.7469,0,1,2,1,1,1
16011,48,61,1,43,16,1,3,8538.9741,17044.4614,2,2,1,1,1
16011,48,62,2,43,16,5,3,7401.1049,0,2,2,1,1,1
16011,48,28,1,39,16,2,3,10586.627,0,2,2,1,1,1
16011,48,74,1,33,6,5,1,5216.759,8866.0709,1,2,1,1,1
16011,48,68,2,33,6,5,1,5567.9092,0,2,2,1,1,1
16011,48,79,1,32,3,5,1,5153.9343,8759.298,1,2,1,1,1
16011,48,56,1,38,7,1,1,5360.7416,0,2,2,2,1,2
16011,48,56,2,38,7,1,1,5046.4862,0,2,2,2,1,2
16011,48,26,1,39,7,2,1,6360.9406,0,2,2,2,1,1
16011,48,16,2,35,7,7,1,6028.9431,19772.0441,1,2,2,1,1
16011,48,13,2,-1,7,-1,1,4121.9989,0,2,2,2,2,2
16011,48,55,2,36,6,1,1,5046.4862,10586.0809,2,2,2,1,1
16011,48,56,1,36,6,1,1,5360.7416,0,2,2,2,1,1
16011,48,60,2,39,8,1,1,4725.6581,0,2,2,2,1,2
16011,48,24,2,40,8,1,1,4982.1889,16339.192,1,2,1,1,1
16011,48,68,1,39,4,5,1,4603.2994,7823.4741,2,2,1,1,1
15011,48,22,2,40,1,7,1,6050.8215,20429.5382,1,2,1,1,1
16011,48,34,1,40,14,1,1,4891.677,0,1,2,2,1,1
16011,48,29,2,40,14,1,1,4888.6578,9361.8282,2,2,2,1,1
15011,48,37,1,43,16,1,1,4724.4532,0,1,1,2,1,1
15011,48,37,2,43,16,7,1,4290.0674,8209.9028,1,1,1,1,1
15011,48,7,2,-1,16,-1,1,4046.3295,0,1,1,1,2,1
15011,48,5,1,-1,16,-1,1,3891.0999,0,2,2,1,2,1
15011,48,58,2,44,16,1,1,4794.5938,0,1,1,1,1,1
15011,48,58,1,43,16,1,1,5239.8933,9130.4435,1,1,2,1,1
15012,48,31,2,46,16,1,2,6406.8169,0,1,2,1,1,1
15012,48,31,1,43,16,1,2,5342.2474,9315.9333,1,2,1,1,1
15011,48,45,2,39,10,1,4,5887.362,0,2,1,2,1,1
15011,48,51,1,39,10,7,4,5037.8549,0,2,1,2,1,1
15011,48,16,2,36,10,7,4,4903.2352,15817.007,1,1,2,1,1
15011,48,5,2,-1,10,-1,4,5256.8303,0,2,1,1,1,1
16011,48,40,2,43,16,1,3,6825.6811,0,1,2,2,1,1
16011,48,61,1,44,16,1,1,4716.0013,8217.5687,1,2,2,1,1
16011,48,11,1,-1,16,-1,7,6693.4986,0,1,2,1,1,1
16011,48,27,1,44,14,1,2,8431.5916,14703.2024,1,1,1,1,1
16011,48,48,1,39,10,1,1,7058.0962,15924.6119,2,2,1,1,1
16011,48,47,2,39,10,7,1,4260.3647,0,2,2,2,1,1
16011,48,26,2,39,10,1,1,4451.2451,0,2,2,2,1,1
16011,48,17,1,37,10,7,1,5300.4187,0,1,2,1,1,1
16011,48,7,2,-1,10,-1,1,5805.3446,0,2,2,1,1,1
15011,48,69,1,43,13,1,1,4375.2704,6925.1767,1,1,2,1,1
15011,48,67,2,40,13,1,1,3785.4809,0,1,1,1,1,1
15011,48,47,2,39,4,7,5,5778.1472,0,2,2,2,2,2
15011,48,40,1,39,4,7,2,4835.5494,0,2,2,2,2,2
16011,48,36,1,42,13,1,1,5182.0665,0,2,2,2,2,2
16011,48,27,2,42,13,1,1,5341.0628,0,2,2,2,2,2
16011,48,62,1,39,8,5,1,5111.0413,0,1,1,2,1,1
16011,48,59,2,39,8,5,1,4717.2871,8518.7906,1,1,2,1,1
15011,48,80,1,40,13,5,1,3527.1937,0,2,2,2,2,2
16011,48,44,1,39,16,1,1,3847.0738,0,2,2,2,2,2
16011,48,51,2,39,16,1,1,4223.9837,8942.3054,1,1,2,1,1
16011,48,19,1,39,16,1,1,4235.637,0,1,2,2,1,1
16011,48,19,2,40,16,1,1,4415.9715,0,1,1,2,1,1
15011,48,26,2,40,6,1,2,4233.9635,7320.9201,2,1,1,1,1
16011,48,49,1,39,16,1,9,5937.7659,11072.3754,1,2,2,1,1
16011,48,54,1,42,15,1,2,4693.9872,0,1,2,1,1,1
16011,48,54,2,43,15,1,10,4513.0071,0,1,2,1,1,1
16011,48,79,1,39,15,5,2,2312.095,3807.3276,2,2,2,1,1
16011,48,72,2,44,11,5,1,4436.5529,6694.2441,2,1,1,1,1
16011,48,72,2,40,6,1,1,4436.5529,6694.2441,1,2,1,1,1
15012,48,56,2,43,16,1,1,5037.598,0,2,2,2,2,2
15012,48,38,1,42,16,1,1,5266.99,0,2,2,2,2,2
15011,48,50,2,32,4,1,1,4025.6355,0,2,2,2,2,2
15011,48,27,1,43,4,1,1,5083.5194,0,2,2,2,2,2
15011,48,13,1,-1,4,-1,1,4404.4483,0,2,2,2,2,2
15011,48,18,2,39,4,7,1,4882.9868,0,2,2,2,2,2
15011,48,40,1,37,4,1,1,4882.7873,0,2,2,2,2,2
15011,48,39,1,43,14,1,4,4554.5389,0,2,1,2,1,1
15011,48,25,2,39,14,7,4,5232.6976,10363.36,2,1,2,1,1
15011,48,7,2,-1,14,-1,4,3931.4032,0,2,2,1,1,1
15011,48,3,1,-1,14,-1,4,4127.6898,0,2,2,1,1,1
15011,48,69,2,44,14,5,4,4598.9455,0,2,2,2,2,1
15011,48,76,1,44,14,5,4,5499.6423,0,2,2,2,2,1
15011,48,42,1,39,11,4,1,6699.5625,13088.409,2,2,2,1,1
15011,48,45,2,39,11,7,1,5484.7934,0,2,2,2,1,1
15011,48,21,1,39,11,7,1,6725.3413,0,2,2,2,1,1
15011,48,21,1,39,11,1,1,6725.3413,0,2,2,2,1,1
15011,48,23,2,39,11,6,1,7433.3828,0,1,2,2,1,1
15012,48,73,2,40,9,5,1,3628.3537,5474.7652,1,1,1,1,1
15014,48,33,1,39,11,1,1,5555.4401,12008.8765,2,2,2,1,1
15014,48,28,2,39,11,7,1,3937.4661,0,1,2,2,1,1
15014,48,5,2,-1,11,-1,1,6425.6719,0,2,2,1,2,1
15014,48,3,2,-1,11,-1,1,7010.3375,0,2,2,2,2,2
15011,48,74,2,40,15,1,1,3628.3537,5474.7652,2,1,1,1,1
15011,48,42,2,42,16,7,1,5725.8987,0,1,1,1,1,1
15011,48,43,1,43,16,7,1,6699.5625,0,1,1,1,1,1
15011,48,17,1,39,16,1,1,6012.5072,21348.0259,1,1,1,1,1
15011,48,10,1,-1,16,-1,1,6253.1993,0,1,1,1,2,1
15011,48,5,1,-1,16,-1,1,7486.2325,0,1,1,1,2,1
15011,48,57,1,44,16,1,1,5501.5068,0,1,2,1,1,1
15011,48,56,2,43,16,1,1,5305.7743,9581.5199,1,2,1,1,1
15012,48,53,1,37,7,4,1,5950.5446,0,2,2,2,1,1
15012,48,73,1,39,7,4,1,5001.6007,8500.4016,2,2,2,1,1
15011,48,43,2,43,10,1,1,5097.6014,0,2,2,2,1,2
15011,48,42,1,43,10,1,1,5907.568,11541.1516,2,2,2,1,2
15011,48,22,2,40,10,7,1,5654.6303,0,1,2,2,1,1
15011,48,15,2,34,10,7,1,3093.1114,0,1,2,1,1,1
15011,48,8,1,-1,10,-1,1,6808.4476,0,2,2,2,2,2
15011,48,39,1,44,16,1,1,5707.0401,0,1,2,1,1,1
15011,48,36,2,43,16,1,1,6315.8714,13794.1096,1,2,1,1,1
15011,48,4,1,-1,16,-1,1,9493.2312,0,2,2,2,2,2
15011,48,66,1,43,16,5,1,4495.9851,0,2,1,1,1,1
15011,48,65,2,39,16,5,1,5421.3362,11056.2737,2,1,1,1,1
15011,48,55,1,43,16,4,2,4369.7117,0,1,1,1,1,1
15011,48,50,1,43,16,1,2,4061.0682,7818.3802,1,1,1,1,1
15011,48,42,2,43,14,1,2,4085.5201,6802.0665,1,2,2,1,1
15011,48,77,2,44,14,5,2,3744.3039,0,2,2,2,2,2
15011,48,39,2,42,15,1,1,6315.8714,13794.1096,1,2,2,1,1
15011,48,12,1,-1,15,-1,1,6574.5002,0,2,2,2,1,1
15011,48,36,1,43,9,1,2,5777.598,0,1,1,2,2,2
15011,48,49,2,33,10,1,1,4330.1833,9532.5474,2,2,2,1,1
15011,48,17,2,36,10,7,1,5870.2335,0,1,2,2,1,1
15011,48,70,2,31,10,6,1,4592.2375,0,2,2,2,2,2
15011,48,73,1,42,4,5,2,3040.1867,5006.2765,2,1,1,1,1
15011,48,49,1,39,12,6,1,4628.4348,0,2,2,2,1,1
15011,48,48,2,39,12,1,1,4726.1735,0,1,2,1,1,1
15011,48,22,1,42,12,1,1,4691.7957,16658.7037,1,2,1,1,1
15011,48,20,1,42,12,1,1,4691.7957,0,1,2,1,1,1
15011,48,43,1,43,3,5,1,5516.4646,0,2,2,2,2,2
15011,48,38,1,40,10,1,1,5764.74,11262.1197,1,1,2,1,1
15011,48,41,2,43,14,1,1,5761.2358,11025.278,1,2,2,1,1
15011,48,38,1,44,14,1,1,5619.5944,0,1,2,2,1,1
15011,48,14,2,-1,14,-1,1,4384.0493,0,1,2,2,1,1
15011,48,10,2,-1,14,-1,1,4719.3979,0,2,2,1,2,1
15011,48,9,1,-1,14,-1,1,6123.1054,0,2,2,1,2,1
15011,48,8,1,-1,14,-1,1,7227.6655,0,2,2,1,2,1
16011,48,40,2,43,16,1,1,5547.2558,12115.4232,1,2,2,1,1
16011,48,41,1,43,16,1,1,6490.5422,0,1,1,2,1,1
16011,48,22,1,43,16,1,1,6515.5167,0,1,2,2,1,1
16011,48,24,2,43,13,7,1,6793.2484,22936.2125,1,2,1,1,1
16011,48,26,2,43,14,4,2,8105.8795,14015.8262,1,2,1,1,1
16011,48,35,2,40,15,1,1,5023.9653,0,1,1,2,1,1
16011,48,27,1,40,15,1,1,6093.6292,13172.2491,1,1,2,1,1
16011,48,52,1,40,12,1,1,4766.0639,8947.1543,2,1,1,1,1
16011,48,46,2,43,12,1,1,5063.5749,0,2,1,1,1,1
16011,48,33,1,39,16,1,2,5882.1962,10257.5083,1,2,1,1,1
16011,48,33,2,40,16,1,2,5506.6754,0,1,2,1,1,1
16011,48,6,1,-1,16,-1,2,4438.3838,0,2,2,2,2,2
16011,48,4,1,-1,16,-1,2,4815.4996,0,2,2,2,2,2
16011,48,75,1,41,7,5,1,3896.487,6167.3584,1,1,1,1,1
16011,48,52,2,44,7,6,1,4241.1106,0,2,1,1,2,1
16011,48,52,1,40,7,1,1,4948.7038,0,1,1,1,1,1
16011,48,52,1,40,7,1,1,4948.7038,0,1,1,1,1,1
16011,48,52,1,40,7,1,1,5696.7353,0,1,1,1,1,1
16011,48,21,2,42,7,7,1,6115.0245,0,1,1,1,1,1
16011,48,21,1,39,7,7,1,5589.1416,0,1,1,1,1,1
16011,48,52,2,44,7,1,1,4241.1106,0,2,1,1,2,2
16011,48,52,1,42,7,6,2,3934.3666,0,1,1,1,1,1
16011,48,28,1,38,11,1,1,5788.0085,12511.6063,2,2,2,1,1
16011,48,52,2,39,11,7,1,4714.0093,0,2,2,2,1,1
16011,48,68,2,43,7,5,1,5252.1954,10711.3279,1,2,1,1,1
16011,48,69,1,44,7,7,1,4996.6332,0,1,1,2,1,1
16011,48,40,2,35,13,7,1,5015.409,0,2,2,2,1,1
16011,48,46,1,33,13,1,1,6949.949,0,2,2,2,1,1
16011,48,22,1,39,13,1,1,4925.8272,0,1,2,2,1,1
16011,48,20,2,39,13,7,1,5563.4566,18245.4715,1,2,2,1,1
16011,48,40,2,43,14,1,1,5015.409,0,1,2,1,1,1
16011,48,67,2,40,14,1,1,4366.0941,8904.2128,1,2,2,1,1
16011,48,68,1,39,8,5,2,3059.2499,0,2,2,2,1,1
16011,48,41,2,39,8,1,2,4019.6463,6692.3919,2,2,2,1,1
16011,48,70,1,39,6,5,2,3059.2499,0,2,2,2,2,2
16011,48,59,2,43,15,1,1,4265.9847,0,1,2,1,1,1
16011,48,60,1,41,15,1,1,4716.0013,8217.5687,1,2,1,1,1
16011,48,23,2,43,15,7,1,5667.5688,0,1,2,1,1,1
16011,48,35,1,43,13,1,1,5320.773,10394.7763,1,1,1,1,1
16011,48,23,2,39,11,7,1,5755.761,19433.3182,2,2,2,1,1
16011,48,27,1,39,11,1,1,4943.9132,0,2,2,2,1,1
16011,48,4,2,-1,11,-1,1,5020.3197,0,2,2,2,2,2
16011,48,40,1,40,8,1,1,4878.8138,9531.3553,1,2,1,1,1
16011,48,56,2,42,6,4,4,4304.3688,8055.0171,1,2,1,1,1
16011,48,59,1,39,16,1,1,5135.4625,0,2,2,2,2,2
16011,48,58,2,31,16,7,1,4834.4133,0,2,2,2,2,2
16011,48,30,1,39,16,4,1,5153.8945,0,2,2,2,2,2
16011,48,25,2,42,16,1,1,4451.2451,0,2,2,2,2,2
16011,48,32,1,39,10,1,1,4524.8685,0,2,2,2,2,2
16011,48,32,2,40,10,7,1,4487.0447,0,2,2,2,2,2
16011,48,13,1,-1,10,-1,1,4400.8641,0,2,2,2,2,2
16011,48,8,2,-1,10,-1,1,4646.2219,0,2,2,2,2,2
16011,48,3,1,-1,10,-1,1,4993.1212,0,2,2,2,2,2
16011,48,71,1,39,4,6,2,2556.8939,0,2,2,2,2,2
16011,48,24,1,42,10,1,2,5097.3977,16426.8111,1,2,2,1,1
16011,48,30,2,43,15,1,1,6073.8753,11631.5314,1,1,1,1,1
16011,48,40,2,42,15,2,1,5456.745,0,1,2,2,1,1
15011,48,64,2,39,9,5,1,4645.9887,9745.952,2,2,1,1,1
15011,48,61,1,34,9,1,1,5763.0954,0,2,2,1,1,2
16011,48,30,2,39,1,1,1,4758.3762,9597.4809,2,2,2,1,1
16011,48,8,2,-1,1,-1,1,4448.0792,0,2,2,2,2,1
16011,48,5,2,-1,1,-1,1,5579.7022,0,2,2,2,2,1
16011,48,54,2,39,11,1,1,5078.9027,0,2,2,2,1,1
16011,48,46,1,34,11,1,1,7367.7162,16623.1825,2,2,2,1,1
16011,48,66,1,33,9,5,1,4622.4395,0,2,2,2,2,2
16011,48,51,2,33,9,1,1,4198.8098,0,2,2,2,2,2
16011,48,24,1,38,9,1,1,4552.385,0,2,2,2,2,2
16011,48,85,2,32,4,5,1,4885.5089,0,2,2,2,2,2
15011,48,54,2,39,11,1,1,5012.7294,10612.1047,2,2,2,2,2
15011,48,44,1,39,15,1,1,4565.439,8386.2766,2,2,2,1,1
15011,48,37,2,40,15,1,1,5138.9288,0,2,2,2,1,1
16011,48,21,2,41,9,1,2,6269.246,17635.8687,1,2,2,1,1
16011,48,64,2,39,12,5,1,4160.0048,7512.4132,1,1,2,1,1
16011,48,63,1,39,12,5,1,4599.7323,0,1,1,2,1,1
16011,48,39,2,39,14,1,1,4532.2663,0,1,2,2,1,1
16011,48,34,1,39,14,1,1,5748.0703,10527.1545,1,2,2,1,1
16011,48,18,1,39,14,7,1,5354.9209,0,1,2,1,1,1
16011,48,16,2,37,14,7,1,5350.7854,0,1,2,2,1,1
16011,48,63,2,40,12,1,1,4160.0048,7512.4132,1,1,2,1,1
16011,48,31,1,39,15,1,1,5748.0703,0,1,1,1,1,1
16011,48,23,2,39,15,1,1,6176.2751,20853.1103,1,1,1,1,1
15012,48,43,2,43,11,1,2,6982.0645,11624.5829,1,2,2,1,1
15011,48,57,2,44,15,5,2,5051.9313,8117.0583,1,1,1,1,1
15011,48,65,1,40,15,1,2,3801.904,0,1,1,1,1,1
16011,48,54,1,40,16,1,2,5190.9748,9993.6796,1,1,1,1,1
16011,48,43,2,40,16,1,2,4258.1318,0,1,2,2,1,1
16011,48,14,2,-1,16,-1,2,4719.2577,0,2,2,1,2,1
16011,48,28,2,44,14,1,2,4915.111,8498.6881,1,2,2,1,1
16011,48,3,1,-1,14,-1,2,4815.4996,0,2,2,2,2,2
16011,48,27,1,44,14,1,2,4464.5248,0,1,2,1,1,1
16011,48,66,1,43,13,5,1,4304.7248,6813.5171,1,1,2,1,1
16011,48,61,2,43,13,1,1,4085.0598,0,1,1,2,1,1
15011,48,59,1,39,13,2,1,4347.9901,0,2,2,1,1,1
15011,48,59,2,39,13,1,1,4179.3333,7547.3179,2,2,1,1,1
16011,48,29,2,39,14,1,1,5679.2767,10875.8712,1,2,2,1,1
16011,48,30,1,39,14,1,1,4906.1497,0,2,2,2,1,1
16011,48,7,1,-1,14,-1,1,5182.4958,0,2,2,1,2,1
16011,48,78,2,44,16,5,1,3546.5282,5351.3,1,1,2,1,1
15011,48,28,1,40,13,1,1,4685.4668,0,2,1,1,1,1
15011,48,25,2,40,13,1,1,5317.6906,10183.4302,2,1,1,1,1
15011,48,7,2,-1,13,-1,1,3323.1446,0,2,2,2,2,2
16011,48,27,2,40,6,7,1,5890.6661,11881.2706,2,2,2,1,1
16011,48,52,2,39,6,1,1,4221.7631,0,1,2,2,1,1
16011,48,6,2,-1,6,-1,1,5054.9221,0,2,2,1,2,1
16011,48,4,1,-1,6,-1,1,7231.0588,0,2,2,1,2,1
16011,48,69,2,35,8,6,1,4295.4592,6481.3501,2,2,2,1,1
16011,48,31,2,39,8,1,6,5997.2388,0,2,2,2,1,1
16011,48,5,1,-1,8,-1,6,5854.961,0,2,2,2,2,1
16011,48,3,2,-1,8,-1,6,10932.4912,0,2,2,2,2,1
16011,48,35,1,40,9,1,2,5281.1485,9196.3169,1,2,1,1,1
16011,48,28,2,39,9,1,1,5724.3406,0,1,2,2,1,1
16011,48,8,1,-1,9,-1,6,6764.0964,0,2,2,1,1,1
16011,48,6,1,-1,9,-1,6,5854.961,0,2,2,1,1,1
15011,48,57,1,39,12,1,2,4213.0748,6383.7395,1,2,2,1,1
15011,48,51,2,38,12,5,2,5102.095,0,1,2,2,1,1
15011,48,31,1,39,12,4,2,5510.6487,0,1,2,1,1,1
15011,48,30,1,39,12,4,2,5510.6487,0,1,2,1,1,1
15011,48,85,2,39,8,5,1,4008.5084,0,2,2,2,1,2
16011,48,37,1,41,9,1,1,5124.6355,9413.4673,1,2,2,1,1
16011,48,36,2,39,11,1,2,7865.3743,13095.2236,1,2,2,1,1
16011,48,5,1,-1,11,-1,2,6659.3019,0,1,2,2,2,1
16011,48,6,1,-1,11,-1,2,6659.3019,0,1,2,2,2,1
16011,48,5,1,-1,11,-1,2,6659.3019,0,1,2,2,2,1
16011,48,9,2,-1,11,-1,2,4921.9079,0,1,2,2,2,1
16011,48,51,2,43,14,2,1,5596.866,11848.7401,2,1,1,1,1
16011,48,51,1,44,14,1,1,4766.0639,0,1,2,1,1,1
16011,48,45,2,33,7,1,1,4260.3647,9378.8474,2,2,2,1,1
16011,48,6,2,-1,7,-1,1,5999.4227,0,2,2,2,2,2
15011,48,85,2,36,5,5,1,5805.3186,0,2,2,2,2,2
16011,48,65,1,39,10,5,1,3851.2471,6095.7527,2,1,1,1,1
16011,48,63,2,39,10,5,1,3720.9113,0,2,1,1,1,1
16011,48,28,2,40,10,1,1,5406.0537,0,1,1,2,1,1
16011,48,30,1,43,10,1,1,4934.3088,0,1,1,2,1,1
16011,48,30,1,43,10,1,1,5409.3925,11693.1738,1,1,2,1,1
16011,48,56,1,40,12,1,1,5551.7796,11081.7871,1,1,2,1,1
15011,48,68,2,42,9,5,1,4111.7647,6204.1764,1,2,2,1,1
16011,48,47,2,42,16,1,1,4667.0839,9880.3624,1,1,1,1,1
16011,48,13,1,-1,16,-1,1,6898.8495,0,1,1,1,1,1
16011,48,30,1,41,15,1,1,6446.0363,13934.0273,2,2,2,1,1
16011,48,28,2,41,15,1,1,6315.5751,0,2,2,2,1,1
16011,48,10,1,-1,15,-1,1,6738.4344,0,2,2,2,1,2
16011,48,6,2,-1,15,-1,1,6366.4136,0,2,2,2,2,2
15011,48,41,1,42,12,1,1,4882.7873,9539.118,2,2,2,1,1
15011,48,38,2,40,12,7,1,5231.0461,0,2,2,2,1,1
15011,48,7,1,-1,12,-1,1,4117.4277,0,2,2,2,1,2
15011,48,6,1,-1,12,-1,1,6235.4401,0,2,2,2,1,2
15011,48,16,1,35,12,7,1,4394.9922,0,2,2,2,1,1
15011,48,30,2,39,13,1,1,5385.3759,10313.0483,1,2,2,1,1
15011,48,76,1,40,8,5,1,3828.4513,6059.6716,1,2,2,1,1
15011,48,69,1,42,10,1,1,4443.3534,7032.9384,1,2,2,1,1
15011,48,61,2,45,10,7,1,4216.6143,0,1,2,2,1,1
15011,48,44,1,43,16,1,4,5103.0642,0,1,2,2,1,1
15011,48,43,2,44,16,7,4,4979.0821,11030.4518,1,2,1,1,1
15011,48,73,1,44,13,5,1,4356.4844,6895.4422,1,1,1,1,1
15011,48,68,2,40,13,5,1,3844.3862,0,1,1,1,1,1
15011,48,62,1,44,15,1,1,4614.7711,8041.1764,1,2,2,1,1
15011,48,51,2,40,15,7,1,5688.5872,0,2,2,2,1,1
15011,48,47,1,35,11,1,1,5178.3692,11683.5358,1,2,2,1,1
15011,48,64,2,32,11,5,1,4450.7462,0,1,2,2,1,1
15011,48,47,1,40,9,1,2,4754.7208,0,1,2,2,1,1
15011,48,47,2,40,9,1,2,7561.0873,0,1,2,2,1,1
15011,48,19,1,40,9,1,2,8068.9193,0,1,2,2,1,1
15011,48,22,1,40,9,7,2,7320.1733,0,1,1,2,1,1
15011,48,27,1,40,9,4,2,8569.7681,14944.1577,1,2,2,1,1
15012,48,26,1,42,13,1,1,4947.9397,9061.776,1,2,2,1,1
15012,48,25,2,42,13,1,1,5769.4537,0,2,2,2,1,1
15011,48,80,2,37,4,5,1,4397.6044,0,2,2,2,2,2
15011,48,80,1,38,8,1,1,4941.3672,0,2,2,2,2,2
15011,48,27,2,39,12,7,1,5428.5919,0,2,2,2,1,1
15011,48,30,1,39,12,1,1,6112.2933,13212.5942,2,2,2,1,1
15011,48,9,1,-1,12,-1,1,6132.7178,0,2,2,1,2,1
15012,48,47,2,33,7,7,1,5484.7934,12074.3279,2,2,2,1,1
15012,48,20,2,40,7,1,1,7433.3828,0,1,2,1,1,1
15012,48,13,1,-1,7,-1,1,6574.5002,0,2,2,2,1,1
15012,48,11,2,-1,7,-1,1,6112.1019,0,2,2,2,1,1
15012,48,6,2,-1,7,-1,1,5907.9677,0,2,2,2,2,1
